,正解率,適合率,再現率,F値,データ数,テストサイズ,分割数
C1(堂々),0.74,0.7666666666666667,0.67,0.7119047619047618,42.0,4.0,5.0
C2(元気が出る),0.71,1.0,0.42,0.5756410256410256,100.0,10.0,5.0
C3(切ない),0.7729064039408867,0.7451938382232499,0.8448275862068966,0.7877783653563664,282.0,28.0,5.0
C4(激しい),0.8188888888888888,0.9714285714285716,0.6577777777777778,0.7714752567693743,98.0,10.0,5.0
C5(滑稽な),0.6908333333333333,0.7613852813852813,0.5575,0.6419894179894181,158.0,16.0,5.0
C6(かわいい),0.6224999999999999,1.0,0.245,0.3807575757575757,154.0,15.0,5.0
Valence,0.7393939393939395,0.8305555555555555,0.6060606060606061,0.7,112.0,11.0,5.0
Arousal,0.5919913419913418,1.0,0.183982683982684,0.3034084069076573,216.0,22.0,5.0
平均,0.7108142384435487,0.8844037391574157,0.5231435817534956,0.6091193512907724,145.25,14.5,5.0
