動画ID,aa,ccc,gumi,joy,ktkr,meiko,mirai,wktk,wr,www,yyy,いい,いいね,うい,うまい,ええ,おおい,お前,かっこ,かっこいい,かわいい,かわゆい,きた,きれい,ぐみ,こい,ここ,こと,これ,これはいい,こわい,さん,すき,すぎ,すこっぷ,すごい,そう,それ,たま,ちゃん,ちょ,っぽい,ない,なに,なん,ほしい,ぽい,みたい,もきゅもきゅ,やばい,よい,よさげ,らん,りんり,アブ,イイ,エコノミー,エロゲ,カラオケ,キリトリセン,コピー,サムネ,タグ,ダイヤ,ネギ,ハート,バトル,パパ,ミク,ミリオン,リリン,リン,ルカ,レン,一番,中毒,乖離,兄さん,六芒星,共感,可愛い,大好き,好き,好きだ,小説,忍者,愛愛愛,感じ,摩可,最高,期待,画質,素敵,綺麗,翼翼,良い,雪だるま,雪の結晶,髑髏,鳥肌
sm7811586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29109333615042676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5302654391590936,0.0,0.0,0.0,0.0,0.4688689128491786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4096400522163873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49642744068596073,0.0,0.0,0.0,0.0
sm7878515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09223796212263423,0.0,0.0,0.0,0.18636192359458847,0.0,0.0,0.0,0.17419836617531761,0.0,0.0,0.10120319173259638,0.6064953666868335,0.0,0.0,0.0,0.299392608791317,0.0,0.0,0.08487079141374655,0.0,0.05723015049539732,0.10735711040491046,0.0,0.07504406805376149,0.0,0.0,0.0,0.27288026924724246,0.0,0.0,0.0,0.1045517889803845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955327743515327,0.0,0.08368266240550949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627960930836659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25175274035244405,0.06556428697579589,0.0,0.0,0.0,0.0,0.0,0.0,0.08487079141374655,0.11409561087891236,0.0,0.19959507252754466,0.2983603323628429,0.0,0.0,0.0,0.0,0.0,0.209103577960769
sm7879207,0.0,0.0,0.0,0.0,0.030640161472181328,0.0,0.0,0.1269996188357431,0.0,0.023371197523863605,0.0,0.10263840491419861,0.01732822606370372,0.028898039890386817,0.0,0.0,0.0,0.0,0.0,0.0,0.6588724845362743,0.06029799606659605,0.02463334135397308,0.0,0.0,0.0,0.0,0.0,0.23639531267497937,0.029563342005763372,0.0,0.04133034954107068,0.024413055628050073,0.0,0.0,0.0,0.05477375780904343,0.0,0.0,0.0,0.02900626619163573,0.0,0.0,0.0,0.1251416239261247,0.0,0.0,0.0,0.0,0.04608803570282677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035207113257260496,0.0,0.0,0.2171015244814791,0.12306530469399128,0.0,0.0,0.0,0.0,0.06376798188775204,0.02493382683513762,0.0,0.0,0.0,0.0,0.0,0.03448193057335079,0.599527372616128,0.0,0.0,0.0,0.0,0.1148984605389153,0.04621741609758668,0.036109381705951994,0.024055101883564696,0.0,0.0,0.0,0.023504740441459098,0.0,0.0,0.03141894889912667,0.06005887787554873,0.0,0.0,0.0,0.021879803803424445,0.0,0.0,0.0,0.0
sm7882150,0.12334660074999984,0.0,0.0,0.013386075528016229,0.0,0.0,0.0,0.0,0.0,0.008193179420771584,0.0,0.04947480508175173,0.016199228706034494,0.003376903351355136,0.011907636199053067,0.011211069164512545,0.0,0.004406424013594715,0.03907944742862891,0.08538439462040393,0.01248536210228539,0.007046170112908701,0.0028785486243646154,0.003211387988493172,0.0,0.0034282264024743476,0.005462119613847722,0.007046170112908701,0.02946577236452965,0.0034546477572595003,0.0,0.021733608363506088,0.025675262651687868,0.003537204075148972,0.0,0.006585766931970041,0.006400630873694785,0.0,0.0,0.05383000372588766,0.0,0.009133172896483754,0.01638635884154317,0.0034023181162653746,0.003655880907780299,0.01707604687096042,0.0,0.0030741520837655194,0.0,0.013464134835147086,0.008849174067332249,0.0,0.0,0.0,0.0,0.020491256245152505,0.0,0.0,0.07816894726486712,0.0,0.0,0.0,0.003595223425472936,0.0,0.00652683695493916,0.0,0.0,0.0,0.03205028302721108,0.0,0.0,0.16659075634278606,0.02536957068322472,0.03256889242912434,0.016117653288045864,0.003687276116660779,0.0,0.0,0.9609236099123372,0.0,0.018797170918982403,0.010801545565229418,0.04219590413769026,0.005621955985659866,0.0,0.0,0.0,0.002746665070384238,0.0,0.05735225594540108,0.0,0.007018227767207036,0.0,0.0,0.0,0.002556781811881839,0.0,0.0,0.0,0.010093125698603937
sm7891168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35300868921115963,0.0,0.0,0.0,0.1783088460896634,0.24082806016190633,0.0,0.0,0.0,0.0,0.0,0.0,0.8704312037574139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16715916281097049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sm7897854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4424634345629498,0.0,0.24289374298229957,0.16402895938902848,0.06838719950583384,0.08038231160912004,0.056760110066486694,0.0,0.0,0.13190259881176417,0.44464064261058645,0.0,0.0,0.0,0.065035272914041,0.0,0.0,0.05530792932036872,0.0,0.11188588202846023,0.0,0.0,0.0,0.0,0.0,0.0,0.04445711649745834,0.06481103765479537,0.0,0.0,0.0,0.06864331700319219,0.06165334055162922,0.11061585864073745,0.0,0.0,0.0,0.07565535976358925,0.06225604643952335,0.0,0.054533658760186204,0.0,0.0,0.0,0.0,0.0,0.13832590425387375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5993991130445833,0.0,0.08160147450867426,0.07467269897493077,0.0,0.0,0.0,0.0,0.0,0.0,0.08545283694409735,0.0,0.0,0.0,0.0,0.05562395857989066,0.0,0.05530792932036872,0.0,0.0,0.0,0.06481103765479537,0.0,0.05177854669482431,0.0,0.0,0.0,0.13626697380622307
sm7992704,0.0,0.0,0.01285242913617713,0.0,0.055328111263648644,0.03504953887421302,0.0,0.2935399273642419,0.0,0.24477313754388882,0.0,0.0926690463457913,0.031290240442261,0.03130937742234134,0.02453402732710233,0.06063447570172681,0.0382530897679736,0.0,0.030194161180945138,0.13571176864874798,0.02572435115464787,0.01088823973194997,0.08896273294548217,0.0,0.0,0.0,0.02532135905626436,0.02177647946389994,0.10244833343005326,0.010676731435016984,0.0,0.0820949719228799,0.11461732909540756,0.021863750283572764,0.0,0.061060753309945745,0.019781413809704378,0.026283833881806464,0.0,0.01039774047367687,0.010475544814937808,0.02822644767774755,0.016880906037509573,0.01051500452036669,0.0,0.010554845484891592,0.0,0.0,0.0,0.041611464247735146,0.03646498343768339,0.01149504541885069,0.0,0.0,0.0,0.021109690969783185,0.014353243189819337,0.0,0.0,0.0,0.0,0.0,0.17777898140611145,0.0,0.0,0.013618235226181545,0.0,0.0,0.17109106546775504,0.033473903375253244,0.0,0.0,0.28748758486400716,0.0,0.012453068128116097,0.045582715912628205,0.0,0.10343576872763101,0.0,0.03312291357546262,0.008299061758523395,0.07511090005966661,0.11736736449330566,0.026062330409334894,0.7360403163584733,0.0,0.0,0.0,0.0,0.042202265093773936,0.0,0.18436604117849822,0.009924927082574772,0.0,0.0,0.07901839684244248,0.0,0.0,0.0,0.0
sm8061167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32765669136557407,0.0,0.0,0.0,0.1655032534227646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30148630854651176,0.0,0.2032985261832259,0.0,0.0,0.0,0.0,0.0,0.0,0.7270139439032386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35328823074229965,0.0,0.28224746608216894,0.0,0.0,0.0,0.0
sm8091446,0.0,0.0,0.37277822093935753,0.0,0.0,0.0,0.0,0.26606179544471054,0.0,0.0,0.0,0.31357887429732856,0.060503842198452396,0.0,0.0,0.08374630322404414,0.0,0.0,0.09730737857264683,0.4373612623158759,0.0,0.0,0.0,0.0,0.0,0.10243493590462523,0.0,0.0,0.1100541558953915,0.0,0.0,0.3607762470097493,0.08524148172302129,0.0,0.0,0.06559393831868328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10923722137870684,0.0,0.0,0.0,0.0,0.16092260276090017,0.0,0.0,0.12228213793971371,0.0,0.0,0.10204598888035635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22035061185001684,0.0,0.0,0.0,0.0,0.0,0.4034358797185083,0.1260807842989114,0.08399163786762208,0.0,0.0,0.0,0.0,0.0,0.08160369340602125,0.10970350451601212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sm8098660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32187546698209646,0.0,0.0,0.0,0.0,0.0,0.0,0.3877876606195725,0.0,0.0,0.0,0.0,0.0,0.5449454386952259,0.4341249409644727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104771478764917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
