動画ID,aa,ccc,gj,gumi,intro,joy,ktkr,meiko,mirai,wktk,wr,www,yyy,いい,いいね,うい,うぽつ,ええ,おおい,お前,かっこ,かっこいい,かわいい,かわゆい,きた,きれい,ここ,こと,これ,さん,すき,すぎ,すこっぷ,すごい,そう,それ,たま,ちゃん,ちょ,っぽい,ない,なに,なん,ほしい,みたい,もきゅもきゅ,やばい,よい,よさげ,りんり,アブ,カラオケ,コピー,コメ,サビ,タグ,ダイヤ,ネギ,ハート,マイリス,ミク,ミリオン,リリン,リン,ルカ,レン,一番,中毒,久々,久しぶり,乖離,今日,共感,再生,初見,動画,可愛い,大好き,好き,好きだ,小説,弾幕,忍者,愛愛愛,感じ,支援,最高,期待,歌詞,殿堂入り,画質,神曲,素敵,綺麗,職人,脚気,良い,調教,配信,鳥肌
nm12177206,0.0,0.0,0.0,0.0,0.021281594890351287,0.0,0.020479782500991486,0.0,0.0,0.46368020658060555,0.038811849886519846,0.03177275886234957,0.4054648668736415,0.094825706142412,0.0,0.03922397086273666,0.046132315105864755,0.030285485078140037,0.018463206770869652,0.0,0.0,0.0,0.4698290603645062,0.0635932274399154,0.1516524090742491,0.0,0.0,0.0,0.06245109804955133,0.026501520446654634,0.03322028140263164,0.0,0.0,0.011901414750436067,0.0,0.0,0.0,0.0,0.05822650866353507,0.016657599401524583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03160059372395372,0.0,0.0,0.0,0.020951276161877943,0.0,0.017510143525651608,0.0,0.041902552323755886,0.5245981198945615,0.0,0.0,0.015222073421451614,0.0,0.0,0.0,0.0,0.0,0.20301370815267572,0.021281594890351287,0.04290390489949994,0.0,0.0,0.0,0.02207814096960675,0.06250342733568556,0.0,0.018000698880134496,0.01628550234175928,0.06320118744790744,0.08809456688484195,0.03469425626909278,0.030364621521305715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06143934750297446,0.0,0.0,0.020951276161877943,0.0,0.017724505338014996,0.0,0.0,0.0,0.012707084390461566,0.0,0.0,0.0
nm10674682,0.0,0.999870756347884,0.0,0.0,0.0,0.0,0.0008038889002306213,0.0,0.0,0.0,0.0,0.0037415096832073827,0.0,0.0020302772246209647,0.0,0.0015396508628935275,0.0,0.0,0.0,0.0019484614383845442,0.0,0.0,0.007765098227242537,0.0008320708429775298,0.0,0.0,0.0,0.0007247326471873615,0.006945578783660635,0.0,0.0,0.0,0.0,0.0,0.0013114627432269201,0.0,0.0,0.0,0.0015237025103996052,0.0006538574939809815,0.0023289434972124366,0.004376629407291102,0.0007247326471873615,0.0,0.0006538574939809815,0.0,0.0,0.0,0.0008740158285034101,0.0,0.0,0.0,0.0,0.0027492889675044025,0.0,0.006579170790074434,0.0,0.0,0.0020851093665634657,0.0011950181464483898,0.0006270002633062689,0.0,0.0,0.0008255885498746726,0.0,0.0,0.0,0.0008420492972420094,0.0,0.0,0.0,0.0008666289528384659,0.0,0.0,0.002119733746015125,0.0006392516408114327,0.00372123578961163,0.0005763264696611564,0.0,0.0,0.0,0.0020480944695060997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010181102144663874,0.0,0.0,0.0,0.0,0.0030901144323260063
nm13287759,0.0,0.0,0.0,0.0,0.0,0.05125373590724186,0.0,0.0,0.0,0.0,0.0,0.03331976509288923,0.0,0.32544897291747915,0.07471923233962531,0.0,0.0,0.031760076388066154,0.0,0.0,0.08169707036941658,0.1824480857738183,0.025931836754576068,0.0,0.0,0.0,0.0,0.0,0.21830607846793337,0.4724618178456721,0.0696755341549531,0.04099055554399236,0.0,0.324503168968266,0.10511229639647447,0.0,0.0,0.0,0.0,0.13974922391217431,0.06222075323499502,0.03897578146171208,0.0,0.0,0.10481191793413072,0.0,0.23010362662287634,0.0,0.046700938218450824,0.0,0.0,0.0,0.0,0.0,0.0,0.043942775201511075,0.0,0.0,0.0,0.0,0.1005067629373175,0.0,0.0,0.0,0.0,0.0,0.0,0.0449928833379653,0.0,0.0,0.0,0.0,0.0,0.0,0.03775429516790551,0.0,0.0,0.06158924352523559,0.19404538316895958,0.03184306596124079,0.0,0.0,0.0,0.0,0.03217914296110383,0.0,0.03260881993392198,0.0,0.035341404447306865,0.0,0.21971387600755535,0.0,0.07435002503986501,0.0,0.0,0.06402054514763654,0.02665157714128631,0.486534623321438,0.0,0.041278212157526445
sm10027079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30521374831152404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19997144728552466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745776428052022,0.0,0.0,0.0,0.35472050562568713,0.0,0.0,0.0,0.3011116683010959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3068853753043916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sm10038694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28070933122123237,0.21482513373648862,0.0,0.0,0.1095760078455049,0.0,0.0,0.0,0.0,0.7604770989861833,0.0,0.06096600593259872,0.0,0.0,0.0,0.15063634151655902,0.0,0.06009720178185442,0.0,0.0,0.1291816372795388,0.0604416357707866,0.08583081263204051,0.0,0.0,0.0,0.0602689122528274,0.0,0.0,0.0,0.0,0.0602689122528274,0.0,0.3402362741021285,0.05716710326554927,0.0,0.0,0.0,0.0,0.0,0.0,0.18668203426670857,0.0,0.0,0.0,0.09609683654907936,0.05507503123526893,0.05779336353802551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11784525344496793,0.11433420653109853,0.10624507556687982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06096600593259872,0.0,0.0,0.0,0.06412908794311781,0.06452472303657968,0.0,0.0,0.0,0.0,0.0,0.0
sm10037227,0.0,0.4989170194878025,0.020819773153775156,0.0,0.0,0.10376788129938436,0.021741012780241896,0.0,0.0,0.018932137090522366,0.0,0.0,0.0,0.1006654679578669,0.03781898185056907,0.020819773153775156,0.0,0.1125270697272917,0.0,0.0,0.16540319940664547,0.5079014258676386,0.0,0.0,0.05366393195627771,0.0,0.13133785247636598,0.09800123960063845,0.05524758058220356,0.11253437768661191,0.05289918697888131,0.0,0.0,0.0379030602761035,0.01773412237258646,0.0,0.0,0.0,0.020604113169357723,0.017683443730867884,0.03149290301360734,0.01972750957895651,0.039200495840255374,0.07814926880066113,0.053050331192603654,0.0,0.0499141994055391,0.050320034794005895,0.0,0.0,0.0,0.04448308596790162,0.0,0.018588491071945285,0.10954839319717183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11296102057545243,0.0,0.0,0.0,0.0,0.04687560963706175,0.0,0.0,0.05732777060313168,0.034576862769680944,0.0,0.07793316426498914,0.17187740746679364,0.032234601345495516,0.0,0.027695150426819352,0.0,0.0,0.0,0.0,0.06601954172355483,0.0,0.08943988659379619,0.0,0.0,0.024375827266725963,0.0,0.018932137090522366,0.0,0.5184618223049898,0.026979279112877536,0.06566892623818299,0.05188394064969218,0.02089288001934604
sm10175368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41514002679762235,0.28593371032363024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977059345995338,0.0,0.0,0.0,0.0,0.0,0.2506224905475954,0.3190597410650167,0.0,0.0,0.0,0.2865693925920271,0.0,0.0,0.0,0.0,0.0,0.0,0.35715725940705695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846167946246974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674883581739632,0.0,0.0,0.0,0.0
sm10066433,0.0,0.0,0.094316979720095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2487442061518703,0.1142174514547318,0.0,0.0,0.0,0.0,0.0,0.09366294536959612,0.0,0.059459958558964125,0.0,0.0,0.1799080656997272,0.14874549156949016,0.0,0.05005611635505413,0.06372489351641372,0.0,0.0,0.0,0.057235688736640096,0.0,0.0,0.29521876267686215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08010889414725847,0.0,0.15074632812776742,0.0,0.0,0.0,0.0,0.0,0.0,0.33683562688423024,0.08271202495205175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5424018746581695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07476983216723251,0.0,0.0,0.0,0.0,0.0,0.08523980483079727,0.5145940765548863,0.0,0.0,0.0,0.14874549156949016,0.0,0.09464816578569335
sm10219141,0.0,0.0,0.0,0.0,0.1274747505430649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679970555709801,0.07113021897044301,0.0,0.0,0.09070360269760519,0.0,0.0,0.11665933232972708,0.26052674563442146,0.07405873302905622,0.0,0.0,0.1120397972882654,0.0,0.0,0.249384133285875,0.07937080668425103,0.29847953876973166,0.0,0.0,0.21386506287306947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11023778926945241,0.09977745273773524,0.0,0.0,0.09464229120816728,0.0,0.0,0.0,0.12549617244641423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09117878721709531,0.19135817732298854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13114438388421487,0.0,0.0,0.0,0.11240838030225636,0.10782249221303995,0.09754862636848155,0.0,0.26383908244903176,0.13854355327428705,0.09094061262104809,0.0,0.0,0.0,0.0,0.0919004149306809,0.0,0.0,0.0,0.0,0.0,0.12549617244641423,0.0,0.0,0.0,0.0,0.27425441396626776,0.07611423961172038,0.0,0.0,0.0
sm10242501,0.0,0.0,0.0,0.0,0.0,0.0,0.026450486653823588,0.0,0.0,0.0,0.0,0.04103583298323827,0.0,0.3340127013695097,0.07668536303644265,0.0,0.0,0.03911495734025176,0.023845995642582142,0.0,0.025154043895215677,0.20597384341694366,0.0,0.0,0.0,0.09663192554658391,0.019973483694059293,0.0,0.09410120727416743,0.034227810419682675,0.0643580523743867,0.025241498349464583,0.0,0.04611350906721613,0.0,0.0,0.0,0.19649228193825985,0.025067315212438025,0.06454193700056653,0.05747220375183782,0.0,0.0,0.0,0.0,0.0,0.10121077603863522,0.020406737290981324,0.0,0.0,0.0,0.0,0.0,0.11307537509476988,0.0,0.027059440229577427,0.0,0.0,0.0,0.3342189423929826,0.0,0.0,0.0,0.0,0.5681059774982893,0.029133400642401126,0.0,0.027706084375803287,0.0,0.0,0.0,0.0,0.0,0.0,0.02324864756085393,0.0,0.0,0.018962963152799373,0.13442720336979355,0.11765149599496255,0.0,0.0,0.0,0.0,0.05944660469908646,0.03108990097246408,0.04016024977542484,0.0,0.0,0.0,0.0,0.0,0.045783864341927806,0.0,0.0,0.23653855819664246,0.09847035223034474,0.4394166412693044,0.031561443194349406,0.02541863388323261
sm10385393,0.0,0.0,0.0,0.0,0.1898935812795857,0.05451231789225129,0.022842386008763496,0.0,0.0,0.7160837795137086,0.0,0.05315722633739009,0.0,0.09615005269237363,0.06622474235071857,0.021874477504820827,0.0,0.1857861563330648,0.06177951782438156,0.0,0.0651683715149534,0.25873022715936556,0.013790258443342881,0.0,0.05638248139053233,0.020862600497617727,0.017248908515393728,0.0,0.034827813436249286,0.05911761610088549,0.01852633178799438,0.02179831533098424,0.0,0.039823183146601916,0.01863251141314869,0.0,0.0,0.0,0.0,0.0,0.016544147562139608,0.020726881187597107,0.020593172608127187,0.020527053894536393,0.0,0.0,0.05244279195566675,0.017623062156878717,0.04967006492244549,0.0,0.0,0.046736544925967995,0.0,0.0,0.019182996895800223,0.327155814481776,0.0,0.0,0.0,0.08489066642424142,0.0,0.0,0.0,0.023458978392713752,0.0,0.1509559484325373,0.0,0.04785341626309806,0.04967006492244549,0.02442000927084104,0.0,0.02462513546514656,0.0,0.0,0.2610050111108042,0.0,0.0,0.032752465379958226,0.05159557359864299,0.01693378349516391,0.0,0.0,0.0,0.0,0.0,0.08054681884855948,0.0,0.15989670206134446,0.0,0.0,0.046736544925967995,0.0,0.019769252565339828,0.0,0.0,0.2212951271274603,0.0,0.0,0.027256158946125646,0.0
sm10393864,0.0,0.0,0.0,0.5653379352956684,0.013951961196001056,0.0,0.0,0.0,0.0,0.0,0.0,0.041659687727481465,0.0,0.4351662577495596,0.05449583038975155,0.10285908029911657,0.0,0.009927402405443122,0.0,0.0650851944361842,0.012768226420383395,0.00950478174468995,0.12969025662503422,0.04169096565090774,0.011046835632100798,0.0,0.1216628053629616,0.07262555623715247,0.12282659750703698,0.14767970107035203,0.05444705618138257,0.038437855255988945,0.0,0.04681455810933099,0.2628437164540582,0.0466567654291164,0.0,0.13714215056763546,0.0,0.010920524597241084,0.11669187084808201,0.012182850630120468,0.012104259372858745,0.012065396101330252,0.021841049194482168,0.0,0.0410997805371502,0.03107546166150515,0.0,0.0,0.030810941953506883,0.06867704077708763,0.02313530755799927,0.06887665447961201,0.1014784739363014,0.0,0.0,0.0,0.0,0.0,0.0,0.019948314670759557,0.0,0.0,0.0,0.0,0.055807844784004225,0.014063645591386923,0.04379262197686378,0.05741439295958132,0.0,0.028948334715971084,0.0,0.11072668258309915,0.0,0.01067658217818182,0.13466033386652232,0.23101501275415856,0.27294171495198993,0.009953342862206954,0.0,0.11972322995701373,0.0,0.0,0.050291960468520094,0.015781275434572254,0.1630831732242643,0.0,0.055234178160504,0.0,0.013735408155417525,0.03010689832769537,0.011619975474977987,0.05845831612948015,0.05101248089437348,0.0,0.1916041176706843,0.0304157013407404,0.0,0.012902532653195898
sm10443985,0.0,0.0,0.07534663913519117,0.0,0.0,0.0,0.0,0.36358648221497125,0.0,0.06851529509383252,0.0,0.48826685186128505,0.0,0.09935665875601307,0.04562222583484263,0.0,0.0,0.4654112197262886,0.0,0.0,0.0,0.0,0.09500109214335174,0.0,0.0,0.0,0.0,0.0,0.07997627037477839,0.1527229742711975,0.0,0.0,0.0,0.13717095684230007,0.0,0.09113907319360154,0.0,0.07306165500848874,0.2982646675745816,0.0,0.11397263462765359,0.0,0.0,0.07070543842518731,0.0,0.0,0.0,0.060702638702970046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08049201596212947,0.0,0.0,0.0,0.11696236232574826,0.1227352608713454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2523441703879665,0.0,0.1696425613035728,0.0,0.14419526851195,0.0,0.0,0.060702638702970046,0.0,0.08886047824578638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21492032122301424,0.0,0.0,0.0,0.0,0.0,0.0,0.048818927863221846,0.0,0.0,0.0
sm10445286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04936103229687198,0.0,0.0,0.0,0.0,0.0,0.0,0.2230387469729949,0.49809610374777175,0.0,0.0,0.0,0.0,0.0,0.0,0.05959909453044916,0.0,0.0,0.0,0.0,0.20444226232021406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12043252787382111,0.0,0.7749700845015175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840714828620438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13783574095081758,0.08902437144248744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07276067971063847,0.0,0.0,0.0
sm10446457,0.0,0.0,0.015270483582671867,0.0,0.0,0.047568533650892766,0.039865441409857996,0.0,0.0,0.09025884970924411,0.0,0.006184807171634863,0.0,0.10068293979513404,0.01849248907747304,0.0229057253740078,0.0,0.053057683000488035,0.007188004928534406,0.0,0.0,0.0,0.6498173165580087,0.0742734083952401,0.0984009510895376,0.0,0.006020696362810938,0.014376009857068812,0.0445741167607724,0.08253953365663846,0.012933156705267661,0.03804328769891066,0.0,0.0,0.0065036401343924076,0.009235566024688162,0.0,0.10365170514502904,0.015112305478272659,0.038910328443471386,0.011549401976859837,0.0,0.007188004928534406,0.014329852652620243,0.019455164221735693,0.0,0.0,0.0,0.0,0.019203059563500092,0.0,0.09787977452428474,0.0,0.013633926058858756,0.0,0.0,0.0,0.0,0.28952589684183805,0.03555709692268796,0.0,0.02369225241337667,0.0,0.3930388126526805,0.0,0.017563622047183335,0.008285245941147655,0.033406274836020926,0.008668617465049051,0.008523754466292733,0.0,0.00859535334635348,0.012166763588653628,0.05114203015717481,0.2312621397688767,0.019020575225466737,0.2275978753663352,0.10860572224596746,0.040520992070706516,0.04728562093397319,0.0,0.02031330201288417,0.0,0.0,0.0,0.02811470295901468,0.006052841693920312,0.0,0.0,0.22867868681418327,0.01631329575404746,0.03575741842538656,0.006900417316806403,0.013885976878345247,0.18175980179723608,0.0,0.004947059650008899,0.006020696362810938,0.21881525479410674,0.0
sm10446708,0.0,0.0,0.0,0.0,0.2120937950653044,0.0,0.12246172756676123,0.0,0.0,0.10664002813811556,0.0,0.0,0.0,0.2749205283855682,0.0710083119409789,0.0,0.0,0.030182716561946262,0.11040333057607214,0.0,0.03881979830231168,0.14448902223699708,0.0,0.0,0.0,0.0,0.030824729877543405,0.0,0.062239181130780995,0.31693910586072405,0.03310755416651574,0.0,0.0,0.07116617624022009,0.033297302883714824,0.04728420282671703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03320214948127485,0.0,0.0,0.0,0.04438154254421465,0.0,0.0,0.0,0.0,0.06980290361935965,0.0,0.0,0.0,0.0,0.0,0.42477175909921827,0.0,0.0,0.0,0.503069516436836,0.04870822616189945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11221572840369809,0.10763769987125661,0.0649209613096176,0.03149336261573558,0.17559126664620017,0.13830610942446436,0.0907847534081461,0.0,0.0,0.0,0.0,0.030580970251264685,0.0,0.030989307376317648,0.0,0.0,0.0,0.0,0.0,0.10598616190648087,0.03554667604603852,0.0,0.33462535467394394,0.07598379068318775,0.1849483792652604,0.0,0.0
sm10453745,0.0,0.0,0.14445696903092697,0.0,0.0,0.0,0.22627341710446874,0.0,0.0,0.1970395489788718,0.0,0.05850754452000059,0.0,0.031748290172972475,0.0,0.3611424225773174,0.0,0.0,0.0,0.0,0.0,0.10678936332275869,0.22767388803223196,0.15613725798802022,0.3102871206228025,0.0,0.0,0.0,0.11499978378606705,0.0,0.0,0.0,0.0,0.043831419007637124,0.0,0.0,0.0,0.2101141873622088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05819051320575033,0.08200409619709235,0.0,0.0,0.0,0.0,0.06448766418535065,0.0,0.0,0.0,0.0,0.0,0.056060988738856926,0.0,0.0,0.0,0.3098417243956194,0.0,0.0,0.0,0.0,0.2460122885912771,0.0,0.0,0.0,0.0,0.0,0.4640602265470998,0.0,0.05819051320575033,0.0,0.17036613047853305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05725916670510319,0.22627341710446874,0.0,0.0,0.0,0.0,0.06527713187586971,0.0,0.0,0.1686244584097962,0.04679859932310306,0.0,0.0,0.0
sm10533832,0.0741429780703686,0.0,0.015312828453719039,0.0,0.05400343539837912,0.04054537453908766,0.0279831914664154,0.0,0.0,0.18275883318806602,0.0,0.029459298452978275,0.3129851012761787,0.07151484378394869,0.017384782998556277,0.005742310670144639,0.002251226137522846,0.013301202832571362,0.018019842953767757,0.00242233941422573,0.005702491027481605,0.02405491632527624,0.006033511595557587,0.0,0.07400536182560977,0.016430042740636846,0.015093479207212336,0.021623811544521306,0.08025272501469018,0.037504437961202425,0.05349720831024826,0.003814878128744697,0.0969475094465979,0.024392805514405452,0.00815209331481827,0.002315294035113672,0.0029956392015824543,0.001856055894680338,0.005682829396237536,0.001625759430240678,0.023162856664916985,0.003627368652992319,0.007207937181507103,0.012573390519533862,0.008128797151203392,0.0,0.03824126945214183,0.010794614940209828,0.015212147018494798,0.0,0.0,0.08383747819616338,0.04477456859212551,0.013671732775175466,0.0,0.0020448165413698384,0.0,0.003787984657160151,0.0,0.032684388305704526,0.012471850214667166,0.5998882564415446,0.0,0.0,0.0,0.0,0.012462331245779794,0.3810501017337217,0.045636441055484395,0.04273695368497446,0.0,0.008619188159906421,0.0061002509403638,0.021978791316089694,0.4638068539151252,0.030199421839384174,0.0,0.12466972319954642,0.08691023431747014,0.026671918164564743,0.0,0.007638611460007608,0.0,0.0,0.010481884782778818,0.09397554899684274,0.039452569992021645,0.0279831914664154,0.008222817980623307,0.0,0.010224082706849191,0.0358565733253611,0.025948320347701267,0.024367844425075467,0.027845861325638585,0.005958215843449965,0.011161750023289436,0.0,0.21226696082228244,0.009604123844115008
sm10543519,0.0,0.0,0.0,0.0,0.0,0.0,0.053367565991378915,0.0,0.0,0.0,0.0,0.3311821900906456,0.0,0.44927830920694406,0.15472347355955374,0.05110620323628145,0.0,0.0789199115474157,0.0,0.06467600458521876,0.0,0.03778010117516436,0.09665617163166618,0.05523847338776097,0.04390953722628515,0.04874211513548704,0.28209512972285766,0.19245056058757598,0.3797247630864743,0.06905940730768247,0.04328379854427876,0.050928262550194114,0.0,0.24810792284690242,0.04353187018400101,0.0,0.07998300056523512,0.0,0.20230729458175742,0.08681493910160219,0.03865274347674814,0.0,0.0,0.04795816439250178,0.0,0.0,0.0,0.04117345413331926,0.0,0.0,0.0,0.0,0.0,0.0,0.26890794657517997,0.27298107612190065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07652087469648239,0.09040857786809903,0.03956306525137839,0.0,0.0,0.0,0.0,0.03998062040424128,0.0,0.04051446780867497,0.0,0.0,0.1457763974889786,0.0,0.0,0.0,0.046472631507511734,0.2027670641108905,0.0,0.0,0.08059860849224505,0.0,0.0
sm10565041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2772322969316613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15541761105107435,0.0,0.0,0.0,0.40102502938312223,0.0,0.0,0.22315570404268992,0.0,0.17805840529061287,0.0,0.0,0.25516303194192075,0.0,0.0,0.0,0.0,0.0,0.17856715597661205,0.15900743684813753,0.19920810299333847,0.0,0.0,0.0,0.0,0.16801095168166044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163178516508628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5418975994606584,0.0,0.0,0.0,0.0,0.3823528864926572,0.0,0.0,0.0,0.0,0.0,0.0
sm10626762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4377365651081074,0.0,0.0,0.0,0.0,0.46876649516776386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16821326071042506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18829886525551215,0.0,0.0,0.0,0.0,0.0,0.0,0.2005786393045482,0.0,0.0,0.0,0.0,0.0,0.0,0.4366663841835374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826623984987755,0.0,0.0,0.0,0.0,0.0,0.0,0.20673813464618773,0.0,0.0,0.0,0.1927335454815969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21390761146302362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1613115069186083,0.0,0.0,0.24984077192646148
sm10628168,0.0,0.0,0.0,0.24082563199508994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21667139418217063,0.059694225235191606,0.0,0.0,0.0,0.0,0.0,0.0,0.5101610220970679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2664397146465876,0.3339884711601077,0.0,0.0,0.11965387255345798,0.0,0.11925056841024316,0.1542921426492493,0.0,0.0975658131540506,0.0,0.07456352685137266,0.0,0.0,0.1850285157933992,0.08373568679150314,0.0,0.07878555465933793,0.0,0.0,0.0,0.0,0.1053194674865773,0.0,0.0,0.08645666987419054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21145654784823084,0.0,0.11339163765763945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14761348825223689,0.17440372447346794,0.07631959371702385,0.0,0.0,0.0,0.0,0.0,0.12100663527589436,0.23446472384076358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534406894473429,0.0,0.31095937664088336,0.0,0.09893319899101755
sm10632158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32431859580201566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66682607575471,0.6709399623741178,0.0,0.0,0.0,0.0,0.0,0.0
sm10659443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562981506420263,0.0,0.0,0.0,0.0,0.0,0.34194010486588744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32793479475275306,0.0,0.0,0.0,0.0,0.0,0.2294939952669239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2176828224676021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30417352807257886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6341290384882823,0.0,0.0,0.0,0.2321484120742977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
